Company Name,Factory Address,Principal Exportable Product
Angora Sweaters Ltd.,"79-B, Malibagh Chowdhury Para,
Dhaka
Malibagh","Sweaters
											 ,Pullovers											,Cardigans"
Angshuk Ltd.,"133/134, Hamayetpur,
Dhaka
Savar","Shirts
											 ,Ladies Blouses											,Shorts"
Anika Apparels (Pvt) Ltd,"Plot # I/1, Gha Part, Section # 2
Dhaka
Mirpur","Shirts
											 ,Jackets											,Bottoms"
Anika Fashions (Pvt.) Ltd.,"Plot # I /1, Gha Part
Dhaka
Mirpur","Pants
											 ,Shirts											,Bottoms											,Jackets"
Anika Garments (Pvt.) Ltd.,"Plot # I/1, Gha Part (4th Floor), Section # 2
Dhaka
Mirpur","Ladies Dresses
											 ,Pants											,Shorts											,Jackets"
Anjuman Garments (Pvt.) Ltd.,"Unique, Uttar Gazirchat, Alia Madrasha Road, Ashulia
Dhaka
B. Baria","Knitted Garments
											 ,Polo Shirts											,Caps"
Ankhi Apparels Ltd.,"121/285, BADC Road, West Khulshi
Chittagong
Chittagong","T-Shirts
											 ,Polo Shirts											,Bra											,Panty"
Anlima Textile Ltd.,"Karnapara,
Dhaka
Savar","Ladies Shirts
											 ,T-Shirts											,Polo Shirts											,Tank Top"
N/A,N/A,N/A
Annesha Style Ltd.,"Khehur Bagan, Baro Ashulia
Dhaka
Dhaka",Sweater
Annex Fashion Ltd.,"P.M. Center (4th & 5th Floor), 215/216, D.T. Road
Chittagong
Dewanhat","T-Shirts
											 ,Panties											,Swim Wears"
N/A,N/A,N/A
Anon Tex Knit Tex Ltd.,"538, 540, 541, Vadam, Nishatnagar
Gazipur
Tongi","T-Shirts
											 ,Polo Shirts"
Anowara Apparels Ltd.,"601, Strand Road,
Chittagong
Mazhirghat","Pants
											 ,Shorts											,Trousers"
Anowara Dress Makers Ltd.,"Upahar Complex, CDA Plot # 10, Agrabad C/A
Chittagong
Agrabad","Shirts
											 ,Cargo Pants											,Putter Pants											,Dress Pants"
Anowara Fashions Ltd.,"BSCIC I/E,
Chittagong
Kalurghat","Shirts
											 ,Blouses											,Dresses"
Anowara knit Composite Ltd.,"Mulayed, Mawna
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
Antim Knitting Dyeing & Finising Ltd.,"Rupshi Bus Stand,
Narayanganj
Rupganj","Polo Shirts
											 ,T-Shirts"
N/A,N/A,N/A
Anupam Hosiery Inds (Pvt) Ltd.,"Vulta, Rupganj
Narayanganj
Narayangonj","T-Shirts
											 ,Jackets											,Pants											,Skirts"
Anupam Eco Fashions Ltd.,"Dakhin Panishail, Kashimpur
Gazipur
B. Baria","Pullovers
											 ,Sweaters											,Cardigans"
Anupom Fashion Wear Ltd.,"Tamanna Complex (3rd Floor), CB-288, Kachukhet
Dhaka
Cantonment","Jackets
											 ,Overalls											,Pants"
Anza Textile Ltd.,"1558, Access Road,
Chittagong
Agrabad","T-Shirts
											 ,Polo Shirts"
Anzir Apparels Ltd.,"South Gazirchat, Baipal, Ashulia
Dhaka
B. Baria","Cardigans
											 ,Jumpers											,Cardigans											,Pullovers"
Anzir Apparels Ltd. (U-2),"Dewan Idris Road, Zirabo, Ashulia
Dhaka
Savar","Sweaters
											 ,Pullover											,Cardigans											,Jumpers"
Anzir Terry Towels Ltd.,"Gazirchat, Baipail, Ashulia
Dhaka
Savar",Towels
Apace Ltd.,"436/457, Chatteswari Road, Gazi Shah Lane, Dev Pahar
Chittagong
Devpahar","Trousers
											 ,Jackets											,Ladies Dresses"
N/A,N/A,N/A
N/A,N/A,N/A
Apex Knit Composite Ltd.,"Gilarchala, Mouza-7, Keowa
Gazipur
Sreepur","T-Shirts
											 ,Polo Shirts"
Apex Lingerie Ltd.,"Chandora, Shafipur, Kaliakoir
Gazipur
Gazipur","Ladies Bra
											 ,Panties											,Under Garments											,Briefs"
Apex Spinning & Knitting Mills Ltd.,"Chandora, Shafipur, Kaliakoir
Gazipur
Gazipur","Polo Shirts
											 ,T-Shirts											,Sweat Shirts											,Trousers"
N/A,N/A,N/A
Apex Textile Printing Mills Ltd.,"Chandora, Shafipur, Kaliakoir
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Sweat Shirts"
Apex Weaving & Finishing Mills Ltd.,"East Chandra,
Gazipur
Shafipur","Matress Cover
											 ,Curtains											,Bed Linen											,Cishion Cover"
N/A,N/A,N/A
Apollo Sewing & Garments Ltd.,"1 & 4, CDA Momin Road (2nd -5th Floor), Jamal Khan
Chittagong","Active Wears
											 ,Swiming Suits											,T-Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
Apparel Crafts Ltd.,"G.P. GA  185/A, School Road,
Dhaka
Mohakhali","Sleep Wears
											 ,Long Pants											,Boxer Shorts											,Overalls"
Apparel Export Ltd.,"2/C, Darussalam Road, Section # 1
Dhaka
Mirpur","Trousers
											 ,Fleece Jackets											,Shorts											,Bermuda"
N/A,N/A,N/A
Apparel Fair Ltd.,"71/B, Malibagh Chowdhury Para,
Dhaka
Malibagh","Shirts
											 ,Knit Items"
Apparel Gallery Ltd.,"144, 147, 148, East Narasinghpur, Ashulia
Dhaka
B. Baria","Shirts
											 ,Overalls											,Shorts											,Trousers"
Apparel Industry Ltd.,"House # 82 (3rd Floor), New Air Port Road
Dhaka
Banani","Blouses
											 ,Jackets"
N/A,N/A,N/A
N/A,N/A,N/A
Apparel Options (Pvt) Ltd.,"436/457, Gaji Shah Lane, Chattechari
Chittagong",Trousers
Apparel Plus Ltd.,"Holding # She-18, Dilan Cpmplex,, Dhaka Road, Chandona Chowrasta,
Gazipur
Chandana","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
Apparel Promoters Ltd.,"1670/2091, West Sholashahar, Aturar Dipot
Chittagong","Jackets
											 ,Trousers											,Overalls"
Apparel Stitch Ltd.,"430/1/A, Tejgaon I/A,
Dhaka
Tejgaon","Ladies Shirts
											 ,Denim Trousers											,Polo Shirts"
Apparel Today Ltd.,"Plot # 1, Road # 1, Turag Housing, Beribandh
Dhaka
Mohammadpur","Sleep Wears
											 ,Briefs											,T-Shirts											,Boxers"
Apparel-21 Ltd.,"Shirir Chala, Bagher Bazar
Gazipur
B. Baria","T-Shirts
											 ,Under Wears											,Polo Shirts											,Tanl Top"
Apparels Bangla Sourcing Ltd.,"Chamudda,
Gazipur
Pubail",Sweaters
N/A,N/A,N/A
Apparels Exporters,"Zamgora Botala, Ashulia
Dhaka
Dhaka",Sweaters
Apparels Village Ltd.,"Khagan, Birulia
Dhaka
Dhaka","T-Shirts
											 ,Polo Shirts											,Payjama sets											,Tank Tops"
Appear Composite Fashion Ltd.,"Holding # C-69/1, Vogra, Sharifpur Konapara Road, National University
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts"
Applique Fashionwear Ltd.,"840-841, Baitul Aman Housing Society, Ring Road
Dhaka
Shamoli","Trousers
											 ,T-Shirts											,Jogging Suite"
Appollo Knitwear (BD) Ltd.,"Plot # I-5, I-5/I, Road # 7, Section # 7
Dhaka
Mirpur","T-Shirts
											 ,Polo Shirts											,Tank Tops"
Appolo Fashions Ltd.,"Plot # I-5/2, Road # 7, Section # 7
Dhaka
Mirpur","T-Shirts
											 ,Polo Shirts											,Jackets											,Tank Top"
Appropriate Apparels Ltd.,"Kamrangachala, Mouchak, Kaliakoir
Gazipur
Gazipur","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
April Fashions Ltd.,"Plot # CS-115, RS-184, Holding # 129, Sataish, Ka Para Road
Gazipur
Tongi",Sweaters
APS Apparels Ltd.,"Holding # 106, Ward # 5, East Faridabad, Baitur Rahmat Jame Mosque Road
Dhaka
Dakshinkhan","Ladies Top
											 ,T-Shirts											,Polo Shirts"
Aps Clothing Ltd.,"Holding # 106, Ward # 5, East Faridabad, Baitur Rahmat Jame Mosque Road
Dhaka
Dakshinkhan","T-Shirts
											 ,Polo Shirts											,Tank Tops"
APS Holdings Ltd.,"Holding # 106, Word # 5, East Faidabad, Dakhin Khan
Dhaka
Uttara","T-Shirts
											 ,Polo Shirts"
APS Knit Composite Ltd.,"Kamargaon, Pubail
Gazipur
Gazipur Sadar","T-Shirts
											 ,Polo Shirts"
APT Fashion Wear (Pvt) Ltd.,"Yakub Plaza (1st Floor), 1, Port Connecting Road
Chittagong","Shirts
											 ,Children Wears											,Jackets											,Pants"
N/A,N/A,N/A
Apt International Ltd.,"Shahmirpur, Bokhtiar Sarak, Patia
Chittagong
Karnafully","T-Shirts
											 ,Polo Shirts											,Tank Tops"
N/A,N/A,N/A
AR Style Ltd.,"Kajlar Par, Vangha Press,
Dhaka
Jatra Bari","Shirts
											 ,Pants"
N/A,N/A,N/A
Arabee Knitwear Ltd.,"Mouchak,
Gazipur
Kaliakoir","T-Shirts
											 ,Polo Shirts"
Arabi Fashion Ltd.,"Bokran, Monipur, Gazipur Sadar
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts"
Arafat Fashion Garments Ltd.,"754, Askarabad, Mansurabadh,, Dhaka Trunk Road
Chittagong
Double Mooring","Jackets
											 ,Trousers											,Blouses"
N/A,N/A,N/A
ARBA Garments & Industry Ltd.,"Siraj Bhaban, Plot # I/3, Road # 6, Section # 7, Pallabi
Dhaka
Mirpur","T-Shirts
											 ,Polo Shirts											,Polar Fleece"
N/A,N/A,N/A
N/A,N/A,N/A
Arcadia Apparels Ltd.,"1/1, Khilgoan, D.I.T Road, Hajipara
Dhaka
Rampura","Jackets
											 ,Overalls											,Trousers"
N/A,N/A,N/A
Arcorp Denim Ltd.,"Kumkumary, gouripur, Ashulia
Dhaka
Savar","Shirts
											 ,pants"
N/A,N/A,N/A
N/A,N/A,N/A
Areana Garments Ltd,"72, East Testory Bazar,
Dhaka
Dhaka","Jackets
											 ,Windbreaker											,Pants"
Arefin Textile Mills Ltd.,"20-24, BSCIC I/A, Patiya
Chittagong
Patenga","T-Shirts
											 ,Briefs											,Underwears											,A-Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
Argenta Garment Inds. Ltd.,"4/1, Abdul Hamid Road (1st Floor), Sholak Bahar, Mirzapool
Chittagong","Trousers
											 ,Shorts											,Pants"
ARH Knit Composite Ltd.,"College Gate, Dewaliabari
Gazipur
Konabari","T-Shirts
											 ,Polo Shirts											,Trousers											,Jackets"
Aries Apparels Limited,"24/2 Khiljee Road,
Dhaka
Mohammadpur",Windbreakers
Arina International Ltd.,"67, Khilgaon, Chowdhury Para, Purbo Haji para, DIT Road
Dhaka
Rampura","Shirts
											 ,Pants"
Arion Dresses Ltd.,"Adhunik Chawk Super Market (3rd Floor), Chittagong City Corporation
Chittagong
Chawk Bazar","Padded Jackets
											 ,Non Padded Jackets											,Bottoms"
Aristo Fashions Ltd.,"15/4-5, Shahid Nazrul Islam Sarak,
Dhaka
Motijheel","T-Shirts
											 ,Polo Shirts											,Tank Top"
Aristocral Sweater & Dyeing Ind. Ltd.,"Ashulia, Jamgara
Dhaka
Savar",Sweaters
Aristocrat Fashions (Pvt) Ltd.,"109, Nayabari, Savar, Dhaka, Bangladesh.
Dhaka","T-Shirt, Night-Wear
											 ,Polo-Shirt, Shorts											,Dress											,Hoody Jacket"
Arizona Sweater Ltd.,"17, Sujat Nagar, Pallabi, Section # 12
Dhaka
Mirpur","Sweaters
											 ,Cardigans											,Pullovers"
N/A,N/A,N/A
ARK Pullover Ltd.,"Khailkoir, Kolmeshar Battala Road,
Gazipur
Board Bazar","Sweaters
											 ,Pullovers											,Cardigans"
ARL Apparels Ltd.,"Taj Machinery Market, 234, Jubilee Road
Chittagong",Shirts
ARL Dresses Ltd.,"234, Jubilee Road,
Chittagong
Pahartoli","Shirts
											 ,Jackets											,Polo Shirts"
Armana Apparels Ltd.,"232-234, Tejgaon I/A,
Dhaka
Tejgaon","Jackets
											 ,Overalls											,Pants											,Overalls"
Armana Fashions Limited,"232-234, Tejgaon I/A,
Dhaka
Tejgaon","Shirts
											 ,Overalls											,Pants											,Skirts"
Armin Sweaters (BD) Ltd.,"Plot # 1, kalma Maddhopara, Kalma Dairy Firm
Dhaka
B. Baria","Sweaters
											 ,Pullovers											,Cardigans"
Armour Garments Ltd.,"380/13/1,
Dhaka
East Rampura","T-Shirts
											 ,Polo Shirts											,Trousers"
Arna Tex Ltd.,"Choto Gadair Char, Madhabdi
Narsingdi",Sweater
Arnob Sweaters Ltd.,"147 DIT Extension Road Fakirapool, Motijheel.
Dhaka
Dhaka","Sweaters
											 ,Cardigans											,Pullovers"
Aroma Fashion Wear Ltd.,"Habib Super Market, 50 Gulshan
Dhaka
Gulshan","Shirts
											 ,Jackets											,Pants											,Skirts"
Aroma Fashions Ltd.,"92/618, Batali Road (3rd Floor), Enayet Bazar
Chittagong
Enayet Bazar","T-Shirts
											 ,Panties											,Briefs											,Cami"
Around Star Sweaters Ltd.,"Hazi  Azij Super Market (1st Floor), Golakandail, Bhulta
Narayanganj
Rupganj","Sweaters
											 ,Pullovers											,Cardigans											,Vests"
Array Wears Ltd.,"1027, Malibagh Bazar Road,
Dhaka
Malibagh","Jackets
											 ,Rumper"
Arrival Fashion Ltd.,"Colomessore, National University
Gazipur
Gazipur","Pants
											 ,Shorts											,Overalls											,Skirts"
N/A,N/A,N/A
Arrow Fabrics (Pvt.) Ltd.,"Standard Factory Building, S,S,-1, Plot # 50-51, KEPZ
Chittagong
Patenga","Pants
											 ,Shorts											,Skirts"
N/A,N/A,N/A
Arrow Jeans (Pvt) Ltd.,"Musa Bhaban, P.C. Road
Chittagong
Halishahar","Overalls
											 ,Jackets											,Pants											,Skirts"
Arrow Sports Wear Ltd.,"Tea Garden Road, Vannara, Mouchak
Gazipur
Kaliakoir",Caps & Hats
N/A,N/A,N/A
Artistic Apparels Ltd.,"50, New Chaktai, Delwar Hossain Showdagor Market
Chittagong
Chaktai","Shirts
											 ,Pants											,Trousers"
Artistic Design Ltd.,"Plot # 232, 233, East Narshingpur, Ashulia
Dhaka
B. Baria","Jackets
											 ,T-Shirts											,Polo Shirts											,Tank Top"
N/A,N/A,N/A
Arunima Apparels Ltd,"Plot # I/10, Block - K, Rupnagar, Section # 2
Dhaka
Mirpur","Shorts
											 ,Jackets											,Trousers											,Skirts"
Arunima Sports Wear Ltd.,"Zirabo Bazar, Ashulia
Dhaka
Dhaka","Top
											 ,Bottom"
Arva Textile Ltd.,"6528, Madrasa Road, North Gazirchat, Ashulia
Dhaka
Savar","Fleece Jackets
											 ,Sportswear											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Ashiana Garments Industries Ltd.,"2/1, East Rampura (2nd to 5th Fl), DIT Road
Dhaka
Rampura","Shirts
											 ,Ladies Shirts											,Tops											,Pants"
N/A,N/A,N/A
Ashique Dress Design Ltd.,"Ashique Complex, 43, Chalabon, Azampur
Dhaka
Uttara",Dress Pants
Ashique Fashionwear Ltd.,"Ashique Complex, 43, Chalabon, Azampur
Dhaka
Uttara","Jogging Suits
											 ,Knit Tops											,Casual Trousers											,Shorts"
Ashique Jeans Apparels Ltd.,"Ashique Complex, 43, Chalabon, Azampur
Dhaka
Uttara","Jogging Suits
											 ,Knit Tops											,Casual Trousers											,Knit Top"
N/A,N/A,N/A
N/A,N/A,N/A
Ashulia Apparels Ltd.,"Plot # 14, Block - Kha, Lane # 1, Section # 6, Senpara Parbata
Dhaka
Mirpur","Ladies Dress
											 ,Fleece Jackets											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
Asian Apparels Ltd.,"JBC Shopping Centre (5th Floor), 22/23, Station Road
Chittagong","Shirts
											 ,Boxers											,Shorts											,Pants"
Asif Apparels Ltd.,"Kashimpur,
Gazipur
Konabari",Sweaters
Asif Fashion Industries Ltd.,"Bhatpara, West Jorekanan, Sadar Dakkhin
Comilla
Joarshahara",Sweater
ASR Computerized Sweater (Ind) Ltd.,"Mulaied, Maona
Gazipur",
ASR Sweater Ltd.,"Mulaied, Maona Chowrasta
Gazipur",Sweater
Asrotex,"Dhormoganj, Enayat Nagar
Narayanganj
Fatullah","T-Shirts
											 ,Polo Shirts											,Panties"
Asrotex Ltd.,"Beljuri, Natun Bazar,
Gazipur
Sreepur","T-Shirts
											 ,Polo Shirts"
Assertion Designers Ltd.,"Hazi Sabder Ali Complex, Mirer Bazar
Gazipur
Pubail",Trousers
Associated Garments Ltd,"271, Tejgaon I/A,
Dhaka
Tejgaon","Shirts
											 ,Jackets"
AST Knitwear Ltd.,"Plot # 3/1, Block - East Chandana,
Gazipur
Gazipur","Jogger
											 ,T-Shirts											,Polo Shirts											,Hoodied"
Astex Garments Limited,"306, Hazi Bachchu Miah Complex, Kunia, Targacha
Gazipur
National University","Sweat Shirts
											 ,Jogging Suits											,Pants											,Polo Shirts"
Astras Garments Ltd,"44, New Eskaton Road,
Dhaka
Mogbazar","Shirts
											 ,Skirts											,Pants											,Trousers"
Astro Knitwear Ltd.,"American Plaza, Jorun
Gazipur
Konabari","T-Shirts
											 ,Shorts											,Polo Shirts"
Astro Stich Art Ltd.,"Sharifpur, National University
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Tank Tops"
Aswad Composite Mills Ltd.,"26, Malibagh Chowdhury Para,
Dhaka
Malibagh","T-Shirts
											 ,Polo Shirts"
Atashi Fashion Ltd.,"Joypura, Dhamrai
Dhaka
Dhaka","Sweaters
											 ,Pullovers											,Cardigans											,Vest"
ATD Garments Co. Ltd.,"Hossain Court (5th Floor), 75, Agrabad C/A
Chittagong","T-Shirts
											 ,Jackets											,Jogging Suits											,Dresses"
Athletic Support Ltd.,"Vill-Itahata, Bashan, 35, Chandana, Gazipur Sadar
Gazipur","Jogging Suit
											 ,Trousers											,Jackets											,Pants"
Atlantic Garments Ltd.,"Plot # 4, Road # 7, Block - C, Secion # 6
Dhaka
Mirpur","Jackets
											 ,Pants											,Trousers											,Shorts"
Atlantic Jeans Ltd.,"49/B, Baizid Bostami Road, east Nasirabad I/A
Chittagong
Baizid Bostami","Shirts
											 ,Pants"
Topway Industries Ltd.,"Sector # 4, Plot # 19-20
Chittagong
Chittagong","T-Shirts
											 ,Jackets											,Boxer"
Atlantis Garments & Buying Ltd.,"888/3, Shewrapara,
Dhaka
Mirpur","Shirts
											 ,Jackets											,Pants											,T-Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
ATN Fashion Ltd.,"Sarabo,
Gazipur
Kashimpur","T-Shirts
											 ,Polo Shirts											,Tank Tops"
ATS Pearl Limited,"Plot # 50, Section # 4,
Chittagong
CEPZ","Shirts
											 ,Pants											,T-Shirts"
Attires Manufacturing Co. Ltd.,"235/B, Tejgaon I/A,
Dhaka
Dhaka","T-Shirt
											 ,Polo Shirt											,Tank Top"
Attraction Garments Ltd.,"West Shoildubi, Kashimpur, Gazipur, Bangladesh.
Gazipur
Gazipur","Pants
											 ,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
August Apparels Ltd.,"Isdair,
Narayanganj
Fatullah","Shirts
											 ,Blouses											,T-shirts"
Auko-Tex Ltd.,"South Panishail, Zirani Bazar (BKSP)
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Shirt											,Sweat Shirts"
N/A,N/A,N/A
Aurum Sweater Ltd.,"Sonda, Union- Gacha, R.S.-160, National University
Gazipur","Sweaters
											 ,Cardigans											,Jackets"
Aus Bangla Jutex Ltd.,"Lengurdi,
Narayanganj
Araihazar","Shirts
											 ,Pants"
N/A,N/A,N/A
Autchan Tex BD,"Bagdad Shopping Complex (6th floor),
Dhaka
Mirpur-1","T-Shirts
											 ,Polo Shirts"
Authentic Garments (Pvt) Ltd.,"273/A, New Chaktai,
Chittagong
Chittagong","Jackets
											 ,Shorts											,Shirt											,Top"
Auto Tex Fabrics Ltd,"5 No Suzat Nagar, Pallabi
Dhaka
Mirpur-12","T-Shirts
											 ,Polo Shirts"
Automation Knitwear Ltd.,"Plot # B-204-205, BSCIC I/E, Shasongaon, Enayetnagar
Narayanganj
Narayangonj","T-Shirts
											 ,Polo Shirts"
Avant Garments Ltd.,"Shirirchala, Bager Bazar
Gazipur
Gazipur Sadar","Shirts
											 ,Pants"
Avertex (Pvt) Ltd.,"6594-95, South Halishahar,
Chittagong
Bandar",Pants
Avrora Fashion Ltd.,"29/B, Bhai Bhai Plaza, Khilkhet Bazar
Dhaka
Khilkhet","T-Shirts
											 ,Polo Shirts"
Ayasha & Galeya Fashions Ltd.,"01, Haricane Road, Dowlatpur, National University, Gazipur Sadar
Gazipur
Gazipur","Shirts
											 ,Jackets											,Trousers											,Pants"
N/A,N/A,N/A
Ayesha Clothing Co. Ltd.,"Zamgora, Ashulia
Dhaka","Jackets
											 ,Pants											,T-Shirts"
Ayesha Enterprise (Gmts.) Ltd.,"Kunia, National  University, K.B. Bazar
Gazipur","Jackets
											 ,Trousers											,Shorts"
Ayesha Fashion Ltd.,"Zamgara, Ashulia
Dhaka
Savar","Jackets
											 ,Pants											,T-Shirts"
Ayman Textile & Hosiery Ltd.,"Chandra,
Gazipur
Kaliakoir","T-Shirts
											 ,Polo Shirts"
AZ Apparels,"385, Katasur,
Dhaka
Dhaka","T-shirts
											 ,Pants											,Jacket											,Short"
N/A,N/A,N/A
Azam Knitting Ltd.,"Azam Monzil, 472 Ali Azam Sharak, North Pahartoli
Chittagong","Sweaters
											 ,Pullovers											,Cardigans"
Azim & Son (Pvt.) Ltd. (Unit-2),"Gacha Road,
Gazipur
Gazipur","Jackets
											 ,Pants											,Trousers"
Azim & Sons (Pvt.) Ltd.,"36-A, Indira Road,
Dhaka
Farmgate","Jackets
											 ,Trousers											,Shorts"
Azim Garments Ltd.,"11, Industrial Plot, Taj Mahal Road
Dhaka
Mohammadpur","Jackets
											 ,Jogging Set											,Wind Breakers"
Azim Mannan Garments Ltd. (A),"49 (NP) Kalurghat, H/Industrial Estate
Chittagong","Shirts
											 ,Jackets											,Swimwears"
Aziz Fashions (Pvt) Ltd.,"Ramchandrapur, Rajfulbaria, Savar
Dhaka
Dhaka","Jackets
											 ,Coveralls											,Pants											,Trousers"
Aziz Garments Ltd.,"921, K.B. Dovash Lane, Goshaildanga
Chittagong
Bandar","Pullovers
											 ,Cardigans											,Sweaters"
N/A,N/A,N/A
Azmat Apparels Ltd.,"Plot # M-2, Section # 7, Mirpur I/A
Dhaka
B. Baria","Shirts
											 ,Blouses											,Pants"
Azmat Fashions Ltd.,"Plot # M-2, Section # 7, Mirpur I/A
Dhaka
B. Baria","Shirts
											 ,Blouses											,Pants"
Azmeri Composite Knit Ltd.,"S.A. Dag # 50, 199, Fayedabad (Uttar Para)
Dhaka","T-Shirts
											 ,Polo Shirts											,Tank Tops											,Sweat Shirts"
Azmery Garments Ltd.,"79/8/2, North Jatrabari, Gate # 4 (Bibir Bagicha)
Dhaka
Bibirhat","Shirts
											 ,Jackets											,T-Shirts"
Azra Enterprise Ltd.,"244, Satarkul, North Badda
Dhaka
Badda","Fleece Jackets
											 ,T-Shirts"
B. Bangla Garments Ltd.,"Plot # M/4/4, Road # 7, Section # 7
Dhaka
Mirpur","Shirts
											 ,Jackets											,Pants"
B. Brothers Garments Co. Ltd.,"Holding # 90, Barpa, Rupshi
Narayanganj
Rupganj","Ladies Shrit, Blouse
											 ,T-Shirts											,Pajama Sets"
B. Brothers Garments Co. Ltd.(U-2),"Plot # 290, 294 Barpa,
Narayanganj
Rupganj",Knit Items
N/A,N/A,N/A
N/A,N/A,N/A
B.H.I.S. Apparels Ltd.,"Hossain Market (4th & 5th Fl), 671, Datta Para
Gazipur
Tongi","MB Shirts
											 ,Ladies Shirts											,Blouses"
B.H.I.S. Fashions Ltd.,"Hossain Market (4th & 5th Fl), 671, Datta Para
Gazipur
Tongi","MB Shirts
											 ,Ladies Shirts											,Blouses"
B.H.S. Fashions Ltd.,"238, Ahmed Nagar, Paikpara, Section # 1
Dhaka
Mirpur","Jackets
											 ,Babies Wears											,T-Shirts											,Polo Shirts"
